PROGRAMNAME	PROGRAMURL	CATALOGNAME	LASTUPDATED	NAME	KEYWORDS	DESCRIPTION	SKU	MANUFACTURER	MANUFACTURERID	UPC	ISBN	CURRENCY	SALEPRICE	PRICE	RETAILPRICE	FROMPRICE	BUYURL	IMPRESSIONURL	IMAGEURL	ADVERTISERCATEGORY	THIRDPARTYID	THIRDPARTYCATEGORY	AUTHOR	ARTIST	TITLE	PUBLISHER	LABEL	FORMAT	SPECIAL	GIFT	PROMOTIONALTEXT	STARTDATE	ENDDATE	OFFLINE	ONLINE	INSTOCK	CONDITION	WARRANTY	STANDARDSHIPPINGCOST
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Lift Care - Face	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	An anti-wrinkle self-tanner  with an instant lifting effect!Apply evenly over your face, avoiding the eye contour area, eyebrows and hairline. Wash hands well. Apply daily until you reach the desired tan (4 consecutive days maximum), then re-apply every 3 days to maintain your tan.The Plus: An ultra-comfortable cream that can be used in place of your day cream.1.7 fl.oz. Tube / 50 mlThis product does not contain a sunscreen and does not protect against sunburn.	32830	Yves Rocher	32830			USD	11.00	20.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D32830%2F%7Ecategory_id%3D4930%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/32830.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Shimmering Gel - Face &amp; Body	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Summer glamour is guaranteed with this irridescent texture that instantly adorns your skin with a golden radiance!Apply evenly over your face and body, avoiding the eye contour area, eyebrows and hairline. Wash hands well. Apply daily until you reach the desired tan (4 consecutive days maximum), then re-apply every 3 days to maintain your tan.The Plus: its iridescent texture instantly highlights your complexion with a golden radiance.5.0 fl.oz. Bottle / 150 mlThis product does not contain a sunscreen and does not protect against sunburn.	37531	Yves Rocher	37531			USD	12.00	22.00			http://www.tkqlhce.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D37531%2F%7Ecategory_id%3D4930%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/37531.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Lavender Effervescent Tablet	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This tablet releases micro-bubbles that pleasantly relieve your feet. Your feet are deeply relaxed.Its plant:- Organic lavender essential oil for the well-being and comfort of your feet.Place an effervescent tablet in a basin of warm or cool water. Immerse feet in water. Sit back and relax for 5 to 10 minutes.0.17 oz. Tablet / 5 g	14095	Yves Rocher	14095			USD	2.00	2.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D14095%2F%7Ecategory_id%3D4820%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/14095.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	SOS After-Sun Cooling Gel	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Its ultra-fresh texture, enriched with Aloe Vera, renowned for its soothing properties, instantly calms sunburned skin and eases sensations of tightness. Revitalized and hydrated, your skin regains suppleness.Can be used on face and body.The Plus: its delicious jelly texture that instantly refreshes skin.5.0 fl.oz. Tube / 150 ml	35932	Yves Rocher	35932			USD	8.00	14.00			http://www.anrdoezrs.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D35932%2F%7Ecategory_id%3D4920%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/35932.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Anti-Wrinkle Sun Care	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Enriched with a soothing anti-aging active ingredient, this formula soothes, moisturizes and instantly smoothes wrinkles.Your tan is even and your skin is revitalized, preserved from premature aging.The Plus: Its luscious balm texture. Can be used as a mask.1.7 fl.oz. Tube / 50 ml	35612	Yves Rocher	35612			USD	10.00	18.00			http://www.kqzyfj.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D35612%2F%7Ecategory_id%3D1530%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/35612.jpg	Skin Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Intense Color Duo Eyeshadow - 21 Greige &amp; Turquoise	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Their velvety texture feels soft, ultra-fine, creamy and is easy to apply: in one gesture, the color is revealed in all its intensity!Coverage can be adjusted as desired for varied intensity, from a light halo to an intense smoky look for perfectly structured eye makeup. The two harmonious and deep colors are available in satin finish, shimmering or sparkling and have impeccable holding power for 6 hours: the color does not alter or run or turn.Discover the new line of trendy shads that reveal every side of your personality:- the basic-chic for a look of glamour and timeless elegance- the pop colors to make a bold fashion statement- the fit colors to give your eyes a magnetic appealFor sublime eyes that are luminous and deep, to match your every whim!The Plus: Its easy-to-carry case Its double applicator for quick and easy makeup!1.0 oz. Compact / 3 g	53025	Yves Rocher	53025			USD	10.00	16.00			http://www.tkqlhce.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D53025%2F%7Ecategory_id%3D2630%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/53025.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Orange &amp; Red Votive Holders	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	These pretty votive holders are perfect for a welcoming entry table, guest night stand or on your Holiday table.2 Votive Candle Holders: 1.9&rdquo;/4.8 cm bottom diameter x 2.6&rdquo;/6.5 cm H x 2.4&rdquo;/6 cm top diameter	83881	Yves Rocher	83881			USD	4.00	4.00			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D83881%2F%7Ecategory_id%3D9600%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/83881.jpg	Gift Ideas																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Comme une &Eacute;vidence Perfumed Body Lotion - Travel Size	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Treat yourself to a moment of fulfillment. Use this moisturizer to rediscover all the harmony and elegance of the green floral and chypre notes of Comme une Evidence eau de parfum.Like a fragrant caress, it wraps you in its delicate envelope and leaves a lightly scented veil on your skin. Your skin is velvety, moisturized and imbued with natural, refined elegance.1.7 fl.oz. Bottle / 50 ml	47703	Yves Rocher	47703			USD	4.00	4.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D47703%2F%7Ecategory_id%3D4720%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/47703.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	3-in-1 After-Sun Lotion	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	- Instantly soothes skin overheated by the sun, thanks to its Aloe Vera enriched formula.- Lastingly moisturizes skin.- Prolongs and beautifies your tan to make the pleasure of your vacation last longer.It leaves skin supple and velvety, ultra-soft to the touch.Can be used on face and body.The Plus: its 3 in 1 formula and delicious mono&iuml; scent.5.0 fl.oz. Bottle / 150 ml	35772	Yves Rocher	35772			USD	8.00	14.00			http://www.anrdoezrs.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D35772%2F%7Ecategory_id%3D4920%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/35772.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Malaysian Coconut Eau de Toilette	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This irresistible eau de toilette leaves a luscious hint of fleshy, mouth-watering coconut in the air.The scent on your skin is attractively appetizing&hellip;The secret of Malaysian coconut:Originally from Southeast Asia, coconut is now grown in a number of countries. Yves Rocher has selected Malaysian coconut: fresh, deliciously crunchy, fleshy and filled with juice and milk. It coats the skin with a savory perfume that is subtle and sensuous&hellip;enough to make your mouth water!3.4 fl.oz. Spray / 100 ml	81917	Yves Rocher	81917			USD	12.00	12.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D81917%2F%7Ecategory_id%3D3530%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/81917.jpg	Fragrances																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Comme une &Eacute;vidence Perfumed Shower Gel - Travel Size	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Treat yourself to a moment of fulfillment.Under your shower or in your bath, use this foaming gel to rediscover all the harmony and elegance of the green floral and chypre notes of Comme Une &Eacute;vidence eau de parfum.Its delicate, light foam leaves your skin delicately perfumed and imbued with natural, refined elegance.The Plus: this delicately perfumed shower gel respects skin balance and cleanses it with mildness.1.7 fl.oz./50 ml bottle	73110	Yves Rocher	73110			USD	4.00	4.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D73110%2F%7Ecategory_id%3D6300%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/73110.jpg	Bath & Shower																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Bronzing Powder Duo Summer Makeup - Light Veil	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Enriched with smoothing Tiare flower extract, the ultra-soft texture of this Axe Solaire Bronzing Powder Duo comfortably adorns your complexion without ever drying out your skin. You can pick up, apply and blend it easily using a powder brush.Unique features:This duo is comprised of two complementary shades that allow you to create a custom tan, perfect for your skin tone and the evolution of your tanning for a natural, sunkissed look. Your complexion is beautified, mattified and sculpted for the most natural tanned effect.The Plus: Its economical and generous 20g size.Tested under dermatological supervision.0.7 oz. Compact / 20 g	15162	Yves Rocher	15162			USD	28.00	28.00			http://www.kqzyfj.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D15162%2F%7Ecategory_id%3D2530%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/15162.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	02/27/2012	Calming Aromatic Shampoo	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Soothing Aromatic Sahmpoo with Essential Oil of Lavender.Still you spirit as you treat yourself to a relaxing shampoo, infused with the potent scent of organic Lavender Essential Oil.For all types, gentle enough for daily use.6.7 fl.oz. Bottle / 200 ml	72194	Yves Rocher	72194			USD	2.48	5.00			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D72194%2F%7Ecategory_id%3D5200%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/72194.jpg	Hair Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	02/27/2012	Amplifying Shampoo	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Body and elasticity for fine hair.For thicker hair, consider Phytum Extra-Volume Amplifying Shampoo from Yves Rocher. This specially formulated shampoo enhances your hair from root to tip each and every time you use it with the help of corn protein, soy protein and wheat protein.Frequent use of Amplifying Shampoo will re-establish the strength of your hair, in addition to making your hair look thicker. The great news is that even after the first application, your hair should have noticeably more volume.6.7 fl.oz. Bottle / 200 ml	31306	Yves Rocher	31306			USD	2.48	5.00			http://www.kqzyfj.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D31306%2F%7Ecategory_id%3D5400%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/31306.jpg	Hair Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Bronzing Powder Duo Summer Makeup - Dark Veil	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Enriched with smoothing Tiare flower extract, the ultra-soft texture of this Axe Solaire Bronzing Powder Duo comfortably adorns your complexion without ever drying out your skin. You can pick up, apply and blend it easily using a powder brush.Unique features:This duo is comprised of two complementary shades that allow you to create a custom tan, perfect for your skin tone and the evolution of your tanning for a natural, sunkissed look. Your complexion is beautified, mattified and sculpted for the most natural tanned effect.The Plus: Its economical and generous 20g size.Tested under dermatological supervision.0.7 oz. Compact / 20 g	15300	Yves Rocher	15300			USD	28.00	28.00			http://www.kqzyfj.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D15300%2F%7Ecategory_id%3D2530%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/15300.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Apricot Fruity Gloss	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Enriched with Apricot oil, this gloss adorns your lips with a sheer &ldquo;Apricot pulp&rdquo; shade for a very natural, shiny effect. Its delicate Apricot scent leaves your lips irresistible.The Plus: enriched with Apricot oil. Easy application, thanks to its angled tip.Tested under dermatological supervision.0.34 fl. oz. Tube / 10 ml	35743	Yves Rocher	35743			USD	5.00	5.00			http://www.anrdoezrs.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D35743%2F%7Ecategory_id%3D2720%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/35743.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Organic Oats Body lotion	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This silky body lotion provides a daily moment of pleasure. Its light texture enriched with organic oats moisturizes and softens your skin while adding a delicate scent!The secret of organic oat: Yves Rocher has selected organic oats to restore intact all the virtues of this calming and softening cereal. Its beneficial effects provide the skin with soothing and protective mildness, like a tender, enveloping cocoon.Discover the pump that fits perfectly on bottles from the Plaisirs Nature Collection. One single push for an easy application.13.5 fl.oz. Bottle / 400 ml	07240	Yves Rocher	07240			USD	10.00	10.00			http://www.tkqlhce.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D07240%2F%7Ecategory_id%3D4620%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/07240.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Super-Soft Hand Soap	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This Super-Soft Hand Soap softens the hands of the whole family, thanks to its biological Witch hazel extract. Its botanical washing formula is very gentle and non-drying: instant feeling of great softness for the hands!- Tested under dermatological supervision on sensitive skins- Contains no allergens- Physiological pHEco-conception according to Yves Rocher- Refillable bottle. The line&rsquo;s eco-refills use 78% less plastic,- Help plant more trees1 Hamam&eacute;lis refill purchase = 1 tree planted.10.1 fl.oz. Bottle / 300 ml	82592	Yves Rocher	82592			USD	5.00	9.00			http://www.kqzyfj.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D82592%2F%7Ecategory_id%3D6220%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/82592.jpg	Bath & Shower																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	06/26/2012	Precious Smoky Kit	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Heat up your look with the limited edition Precious Smoky Kit!Composed of 2 of this season&rsquo;s must-have looks:  Precious Smoky Brown for a warm, ultra-shimmery look and Smoky Khaki  for a dark, smoldering look.Each look includes:- 1 light eyeshadow (Cuivre dor&eacute;, Or) with a soft, shimmery texture to enlarge and illuminate your eyes -1 dark eyeshadow (Ecorce, Kaki)  with bronze reflections to sculpt your eyes- 1 ultra-dark mini kohl pencil (Brun noir, Vert noir) with a soft, comfortable texture to intensify the look. In short, this is the small, yet essential trendy makeup kit to offer or treat yourself to this winter.Bonus + : A kit that contains all the trendy essentials of the season, yet is small enough to slip into your bag.	58170	Yves Rocher	58170			USD	7.50	16.00			http://www.kqzyfj.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D58170%2F%7Ecategory_id%3D2630%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/58170.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	2 in 1 Super-Soft Shower Cream	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	2 in 1 Super-Soft Shower Cream provides all the softening benefits of organic witch hazel extract.A 2-in-1 formula:- It gently cleanses the skin thanks to its botanical washing formula- Enriched with hydrating and nourishing agents, it protects the whole family&rsquo;s sensitive skin every day.The Plus: Its moisturising and protective 2-in-1 formula.- Tested on sensitive skins under ophthalmological and dermatological supervision- Contains no allergens- Physiological pH.10.1 fl.oz. bottle / 300 ml	79625	Yves Rocher	79625			USD	5.00	9.00			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D79625%2F%7Ecategory_id%3D6710%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/79625.jpg	Bath & Shower																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Frosted Eyeshadow Black metal	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This winter, fall in love with a fluid and metallic eyeshadow that brightens or intensifies your eyes, depending upon the shade you choose.- For a natural and luminous look for daytime, apply the Taupe Metal shade.- In the evening, surrender to the intense and deep Black Metal shade for a sophisticated look.Thanks to its creamy formula, you can adjust the coverage on your eyelids: a light veil of color or a very intense glow.Bonus: Its soft and precise applicator.4 ml/0.13 fl.oz.	76587	Yves Rocher	76587			USD	5.00	5.00			http://www.anrdoezrs.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D76587%2F%7Ecategory_id%3D2630%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/76587.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Frosted Eyeshadow Taupe metal	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This winter, fall in love with a fluid and metallic eyeshadow that brightens or intensifies your eyes, depending upon the shade you choose.- For a natural and luminous look for daytime, apply the Taupe Metal shade.- In the evening, surrender to the intense and deep Black Metal shade for a sophisticated look.Thanks to its creamy formula, you can adjust the coverage on your eyelids: a light veil of color or a very intense glow.Bonus: Its soft and precise applicator.4 ml/0.13 fl.oz.	76714	Yves Rocher	76714			USD	5.00	5.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D76714%2F%7Ecategory_id%3D2630%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/76714.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Organic Raspberry Eau de toilette - Travel size	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	A tender and luscious eau de toilette with the mild and tangy smell of freshly picked raspberries; it leaves an irresistible scent and wraps you in exquisite fragrance!The secret of organic raspberryRaspberry overflows with character! Plump and velvety, as juicy as your heart could ever desire, its tangy flavor makes it a symbol of nature in summer. Yves Rocher has chosen organic raspberry with a sweet and tender fragrance. Its mild and joyful scent gives the skin an exquisitely optimistic and stimulating smell.0.67 fl.oz. Spray / 20 ml	82634	Yves Rocher	82634			USD	6.00	6.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D82634%2F%7Ecategory_id%3D3530%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/82634.jpg	Fragrances																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Oriental Velvety Skin Scrub - Travel Size	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Oriental Scrub combines organic Argan oil with the softness of Moroccan clay and the intense exfoliating power of Argan kernel powder. Rinse thoroughly after the massage: your skin is irresistibly soft and resourced.The Plus: A heady, gourmand scent of sunkissed fruit, with rose and sugary notes. Argan kernel powder for an intense exfoliation.Travel Size! Perfect size for easy packing.1.0 fl.oz. Tube / 30 ml	28473	Yves Rocher	28473			USD	3.50	3.50			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D28473%2F%7Ecategory_id%3D4720%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/28473.jpg	Body Care																YES			
