PROGRAMNAME	PROGRAMURL	CATALOGNAME	LASTUPDATED	NAME	KEYWORDS	DESCRIPTION	SKU	MANUFACTURER	MANUFACTURERID	UPC	ISBN	CURRENCY	SALEPRICE	PRICE	RETAILPRICE	FROMPRICE	BUYURL	IMPRESSIONURL	IMAGEURL	ADVERTISERCATEGORY	THIRDPARTYID	THIRDPARTYCATEGORY	AUTHOR	ARTIST	TITLE	PUBLISHER	LABEL	FORMAT	SPECIAL	GIFT	PROMOTIONALTEXT	STARTDATE	ENDDATE	OFFLINE	ONLINE	INSTOCK	CONDITION	WARRANTY	STANDARDSHIPPINGCOST
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	06/26/2012	Nail Polish - Blue Sun	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	An exotic touch on your fingertips! Surprising, stylish shades, as if burnished by the sun, to heat up your summer look. At this low price, collect all 4 mini bottles!The Plus: Its travel-friendly size is perfect for the holidays!0.10 fl.oz. Bottle / 3 ml	53642	Yves Rocher	53642			USD	3.00	3.00			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D53642%2F%7Ecategory_id%3D2810%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/53642.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	06/26/2012	Nail Polish - Sienna Orange	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	An exotic touch on your fingertips! Surprising, stylish shades, as if burnished by the sun, to heat up your summer look. At this low price, collect all 4 mini bottles!The Plus: Its travel-friendly size is perfect for the holidays!0.10 fl.oz. Bottle / 3 ml	54023	Yves Rocher	54023			USD	3.00	3.00			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D54023%2F%7Ecategory_id%3D2810%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/54023.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/26/2011	Gold Beauty Case	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Zippered pouch, roomy interior and gilded color... The ideal case for the festive season! Treat yourself or offer it as a gift. Fill it with holiday makeup items for all the darling divas on your list!6.7'/17 cm L x 2.4'/6 cm W x 2.8'/7 cm H	54565	Yves Rocher	54565			USD	4.00	4.00			http://www.tkqlhce.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D54565%2F%7Ecategory_id%3D9200%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/54565.jpg	Gift Ideas																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	06/26/2012	Flower Power Beach Towel	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This bright and bold towel is sure to put you in a sun &amp; fun kind of mood!Easy-to-wash terrycloth.55&rdquo;/140 cm x 27&frac12;&rdquo;/70 cm	64764	Yves Rocher	64764			USD	9.50	9.50			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D64764%2F%7Ecategory_id%3D4500%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/64764.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Fresh Mask with Lemon Zest	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Sparkling pleasure for clean and purified skin in just 3 minutes.This facial gel mask with its fresh and luscious texture leaves a radiant glow on the skin. The purifying properties of lemon essential oil enliven the complexion with luminosity. The skin breathes!The Plus: Its luscious and sparkling texture with purifying lemon essential oil.- Tested under dermatological control- Neutral pH1.7 fl.oz. Tube / 50 ml	39130	Yves Rocher	39130			USD	5.00	9.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D39130%2F%7Ecategory_id%3D1300%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/39130.jpg	Skin Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Super-Soft Shampoo	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This very gentle family shampoo, enriched with biological witch hazel extract, makes hair supple and very soft. It is particularly suitable for children&rsquo;s hair.The botanical detangling agent helps prevent knots. Gentle, it does not sting the eyes.10.1 fl.oz. bottle / 300 ml	80498	Yves Rocher	80498			USD	4.50	8.00			http://www.tkqlhce.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D80498%2F%7Ecategory_id%3D5200%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/80498.jpg	Hair Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	09/25/2012	Yria Eau de parfum - Travel Size	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Discover the art of being a womanThis unabashed Yria fragrance salutes and celebrates the strong, yet feminine, woman of today.0.25 fl. oz. Bottle / 7.5 ml	04364	Yves Rocher	04364			USD	5.00	5.00			http://www.kqzyfj.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D04364%2F%7Ecategory_id%3D3450%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/04364.jpg	Fragrances																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	06/26/2012	Mango - Passion Fruit Smoothie Shower Cream	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	The mouthwatering blend of luscious Mango and rich Passion Fruit will leave you with a deliciously fresh feeling when temperatures soar. This summer, infuse your aura with sensual summery notes that will tickle your senses... evoking an exotic tropical grove laden with sun-ripened fruit to be picked and savored!Discover the delicious pleasure of a smoothie in this Mango-Passion Fruit Shower Cream with a luscious texture.The Plus: Its luscious smoothie texture.13.5 fl.oz. Bottle / 400 ml	44360	Yves Rocher	44360			USD	6.40	8.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D44360%2F%7Ecategory_id%3D6730%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/44360.jpg	Bath & Shower																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Super-Soft Body Lotion	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This Super-Soft Body Lotion moisturises your skin all day long and leaves it very soft.Its secret: shea butter and copra oil to nourish the skin and strengthen its natural suppleness, biological witch hazel extract to soft the skin. Its allergen-free fragrance respects sensitive skins.10.1 fl.oz. bottle / 300 ml	81189	Yves Rocher	81189			USD	8.00	14.00			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D81189%2F%7Ecategory_id%3D4610%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/81189.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Super-Soft Shower Gel Refill	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Fill your bottle with Super-Soft Shower Gel Refill and rediscover the softening benefits of the biological witch hazel extract for the sensitive skins of your whole family. The very soft, non-drying botanical washing base daily cares for the sensitive skins of the whole family.The Plus: Ecological advantage: the refill means 78% less plastic than the usual bottle.1 Product purchased = 1 Tree plantedAs part of the campaign initiated by United Nations Environment Programme&rsquo;s (UNEP), Yves Rocher has committed to plant 50 million trees before the end of 2015. Yves Rocher plants trees where it is needed most and works in collaboration with well-established local Non Governmental Organizations (NGOs).10.1 fl.oz. Non-rigid refill pack / 300 ml	84351	Yves Rocher	84351			USD	4.50	8.00			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D84351%2F%7Ecategory_id%3D6710%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/84351.jpg	Bath & Shower																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Super-Soft Hand Soap Refill	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Fill your bottle with this Super-Soft Hand Soap Refill and rediscover the softening power of the organic witch hazel extract for all the family. The very gentle, non-drying botanical cleansing base respects sensitive skin.The Plus: Ecological advantage: the refill means 77% less plastic than the usual bottle.1 Product purchased = 1 Tree plantedAs part of the campaign initiated by United Nations Environment Programme&rsquo;s (UNEP), Yves Rocher has committed to plant 50 million trees before the end of 2015. Yves Rocher plants trees where it is needed most and works in collaboration with well-established local Non Governmental Organizations (NGOs).10.1 fl.oz. Non-rigid refill pack / 300 ml	83509	Yves Rocher	83509			USD	4.00	8.00			http://www.tkqlhce.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D83509%2F%7Ecategory_id%3D6220%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/83509.jpg	Bath & Shower																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	07/31/2012	L'Eau - Eau de Toilette Purse Spray	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	A new version of Comme une Evidence, fresh and light, for a genuine moment of harmony.The zesty citrus notes provide an immediate, yet sparkling fragrance. The delicate scent of Jasmine brings to the core a sensation of lightness, a genuine breath of fresh air. The woody notes of Patchouli are subtle, a reminder of the soft and feminine touch of Comme une Evidence.Delicate and light, like a veil, this Eau de Toilette envelops you in serenity.The Plus: l'Eau de Toilette, an everyday fragranceOlfactory family: fresh, floral, delicate0.5 fl. oz. Purse spray / 15 ml	14851	Yves Rocher	14851			USD	12.00	12.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D14851%2F%7Ecategory_id%3D3450%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/14851.jpg	Fragrances																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	11/30/2011	Eyeshadow - P&eacute;ch&eacute; Mignon - Menthe &agrave; l'eau (blue)	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	With Eyeshadow P&eacute;ch&eacute; Mignon, discover a velvety, powdery texture to apply with a fingertip for an ultra-pearly and luminous finish. On the eyelids: an intense, long-lasting colour result and a soft finish for greater comfort.A collection with intense, sparkling or fresh shades: all reasons to give free rein to your gourmandise!Do you long for a natural look, for gaiety or mystery:, vary the styles every day, to suit your whimï¿½or your wardrobe! Eyeshadow P&eacute;ch&eacute; Mignon contains the natural benefits of  Camomile extract   Tested under ophthalmological supervision, long wear test.The Plus :  Very easy fingertip application0.12 oz compact	19046	Yves Rocher	19046			USD	4.95	4.95			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D19046%2F%7Ecategory_id%3D2630%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/19046.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	06/26/2012	Pineapple - Coconut Eau de Toilette - Travel Size	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Surrender to the irresistible scent of sweet Pineapple and smooth Coconut. Discover this Pineapple-Coconut Smoothie Eau de Toilette that leaves a delicious, exotic veil of fragrance on your skin.The Plus: Its sunny scent.0.67 fl.oz. Spray / 20 ml	45822	Yves Rocher	45822			USD	6.00	6.00			http://www.anrdoezrs.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D45822%2F%7Ecategory_id%3D3530%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/45822.jpg	Fragrances																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Super-Soft Shower Gel	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This Super-Soft Shower Gel brings you the gentle moisturizing  benefits of the biological witch hazel extract. This non-drying botanical daily wash gel cares for the sensitive skin of the entire family.Eco-conception according to Yves Rocher- Refillable bottle. The line&rsquo;s eco-refills use 78% less plastic,- Help plant more trees1 Hamam&eacute;lis refill purchase = 1 tree planted.10.1 fl.oz. Bottle / 300 ml	77759	Yves Rocher	77759			USD	5.00	9.00			http://www.dpbolvw.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D77759%2F%7Ecategory_id%3D6710%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/77759.jpg	Bath & Shower																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Malaysian Coconut Shower Gel	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	This bath shower enriched with malaysian coconut lathers into a light, creamy foam. A true moment of pleasure with a mild tang, it offers you a delicious interlude of well-being!The secret of Malaysian coconut: Originally from Southeast Asia, coconut is now grown in a number of countries. Yves Rocher has selected Malaysian coconut: fresh, deliciously crunchy, fleshy and filled with juice and milk. It coats the skin with a savory perfume that is subtle and sensuous&hellip;enough to make your mouth water!Discover the pump that fits perfectly on bottles from the Plaisirs Nature Collection. One single push for an easy application.13.5 fl.oz. Bottle / 400 ml	05102	Yves Rocher	05102			USD	8.00	8.00			http://www.anrdoezrs.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D05102%2F%7Ecategory_id%3D6730%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/05102.jpg	Bath & Shower																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Sunkissed Effect Fluid Foundation Summer Makeup - Light Veil	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Enriched with Tiare flower extract, this fluid formula moisturizes and delicately scents your skin. Its gel-fluid texture melts on your skin for an easy, even application without demarcation lines. This Axe Solaire Sunkissed Effect Fluid Foundation leaves a light, shimmery, transparent veil of color on your skin for a sunkissed complexion.Your complexion is even, beautified and naturally tanned. Its practical pump-tube format delivers just the right dose for a sheer, light application.Tested under dermatological and ophthalmological supervision.1.0 fl. oz. Pump-tube / 30 ml	15485	Yves Rocher	15485			USD	25.00	25.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D15485%2F%7Ecategory_id%3D2510%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/15485.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Sunkissed Effect Fluid Foundation Summer Makeup - Dark Veil	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Enriched with Tiare flower extract, this fluid formula moisturizes and delicately scents your skin. Its gel-fluid texture melts on your skin for an easy, even application without demarcation lines. This Axe Solaire Sunkissed Effect Fluid Foundation leaves a light, shimmery, transparent veil of color on your skin for a sunkissed complexion.Your complexion is even, beautified and naturally tanned. Its practical pump-tube format delivers just the right dose for a sheer, light application.Tested under dermatological and ophthalmological supervision.1.0 fl. oz. Pump-tube / 30 ml	15626	Yves Rocher	15626			USD	25.00	25.00			http://www.anrdoezrs.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D15626%2F%7Ecategory_id%3D2510%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/15626.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	11/30/2011	Sublime Illumination Brightening Makeup - Miel	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	The first foundation with Botanical SilkThis creamy, luxurious fluid foundation glides on easily and enhances your skin tone with natural, satiny color that unifies your complexion.  Enriched with Botanical Silk, skin's radiance is renewed, dull areas are brightened, and the appearance of imperfections, wrinkles and signs of fatigue are reduced.With a reduced amount of dark pigments, these shades were specifically created to de-emphasize lines and to stay luminous throughout the day without migrating into wrinkles.A true 'skin care' foundation that renews brightness from the inside out.  Your skin is comforted, rejuvenated and as smooth as silk!1 fl.oz. Pump-bottle / 30 ml	64632	Yves Rocher	64632			USD	25.00	25.00			http://www.kqzyfj.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D64632%2F%7Ecategory_id%3D2510%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/64632.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	06/26/2012	Night Time Body Oil	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Subtle blend of several nourishing essential oils, Night time Body Oil leaves tight, uncomfortable skin satiny-soft. You will love the sensuality of its 100% natural scent of vanilla, ylang-yang and petitgrain essential oils.Used as a massage oil, this highly sensorial treatment relaxes body tension.Intensely nourishes without an oily effect, leaving your skin instantly smooth and satiny-soft. Enveloped in a satiny veil of softness, your skin is beautiful and relaxed.The Plus : This ultra-fine oil lets you massage your skin without an oily film, for a delicious, satiny-to-the-touch sensation.1 Product purchased = 1 Tree plantedAs part of the campaign initiated by United Nations Environment Programme&rsquo;s (UNEP), Yves Rocher has committed to plant 50 million trees before the end of 2015. Yves Rocher plants trees where it is needed most and works in collaboration with well-established local Non Governmental Organizations (NGOs).4.2 fl.oz. Bottle / 125 ml	21163	Yves Rocher	21163			USD	7.00	22.00			http://www.anrdoezrs.net/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D21163%2F%7Ecategory_id%3D4660%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/21163.jpg	Body Care																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	09/25/2012	Comme une &Eacute;vidence Perfume Extract	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	The intense beauty of th chypre accord is revealed in this truly magnificent new fragance. Intense and concentrated, its glamorous, collector's pear-spray bottle releases an elegant clcoud of fragance with undeniable presence.....perfect for evenings and special occasions.  1 fl. oz./30 ml spray	60336	Yves Rocher	60336			USD	35.75	65.00			http://www.kqzyfj.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D60336%2F%7Ecategory_id%3D3710%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/60336.jpg	Fragrances																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Lash Plumping Mascara Waterproof	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Lash Plumping Mascara reinvented in a waterproof version. Its formula resists it all: swimming or heat waves, it won&rsquo;t let you down.A mascara that fans out lashes, styling, defining and multiplying them. A water-resistant, cream texture that sumptuously coats each lash, thickening to the max without clumping.An exclusive volumizing brush with a styling effect:- Its cylinder shape easily coats each lash, even the tiniest- Its fine, angled fibers deposit the formula from the roots of your lashes and fans them out their entire length- The dense, even and tight position of the fibers allows you to style your lashes and increase their volumeThe Plus: volumizing mascara in a waterproof formula!Tested under ophthalmological supervision.0.3 fl. oz. Tube / 9 ml	16972	Yves Rocher	16972			USD	16.00	16.00			http://www.tkqlhce.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D16972%2F%7Ecategory_id%3D2610%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/16972.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	Shimmery Touch Blush - Summer Makeup	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	Summer 2011 Limited Edition: 1 new shade of blush for an unprecedented sunkissed effect.A powder blush with a sheer sunkissed effect.A light powder texture, soft and shimmery.An adjustable color that brings out cheekbones, sculpts facial contours and beautifies your d&eacute;collet&eacute; with a light touch.An immediate, natural healthy glow effect.Skin type: suitable for all skin types.The Plus: a shimmery soft, highly blendable texture.Tested under dermatological supervision.0.24 oz. Compact / 7.0 g	18165	Yves Rocher	18165			USD	16.00	16.00			http://www.jdoqocy.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D18165%2F%7Ecategory_id%3D2540%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/18165.jpg	Makeup																YES			
Yves Rocher US	http://www.yvesrocherusa.com/control/main?shopId=PAR	Product feed	10/22/2012	L'Eau - Eau de Toilette	Yves Rocher US cosmetics,health, beauty, makeup, women, women's, skincare, beauty, skin care, fragrance, body sun care,hair care, bath, shower,men, men's, sale, relax, renew, bath & shower, shower gel, Yves Rocher, yves rocher, fragrances, sales	A new version of Comme une Evidence, fresh and light, for a genuine moment of harmony.The zesty citrus notes provide an immediate, yet sparkling fragrance. The delicate scent of Jasmine brings to the core a sensation of lightness, a genuine breath of fresh air. The woody notes of Patchouli are subtle, a reminder of the soft and feminine touch of Comme une Evidence.Delicate and light, like a veil, this Eau de Toilette envelops you in serenity.The Plus: l'Eau de Toilette, an everyday fragranceOlfactory family: fresh, floral, delicate2.5 fl. oz. Spray bottle / 75 ml	86003	Yves Rocher	86003			USD	55.00	55.00			http://www.kqzyfj.com/click-6359885-10752464?url=http%3A%2F%2Fwww.yvesrocherusa.com%2Fcontrol%2Fproduct%2F%7Eproduct_id%3D86003%2F%7Ecategory_id%3D3720%3FshopId%3DPAR	http://www.tqlkg.com/image-6359885-10752464	http://www.yvesrocherusa.com/images/catalog/products/zoom1/86003.jpg	Fragrances																YES			
